,f1,f2,f3,f4,f5,f6,f7,f8,label
775,0.51,0.4,0.5,0.28,0.5,0,0.48,0.27,CYT
776,0.47,0.58,0.47,0.52,0.5,0,0.54,0.22,MIT
777,0.46,0.42,0.51,0.16,0.5,0,0.56,0.22,CYT
778,0.55,0.55,0.52,0.13,0.5,0,0.53,0.25,CYT
779,0.46,0.44,0.58,0.17,0.5,0,0.55,0.22,CYT
780,0.46,0.47,0.44,0.18,1,0,0.46,0.22,ME2
781,0.51,0.51,0.32,0.27,0.5,0,0.54,0.22,ME3
782,0.65,0.66,0.37,0.12,0.5,0,0.52,0.27,ME3
783,0.42,0.43,0.67,0.7,0.5,0,0.42,0.25,CYT
784,0.4,0.49,0.53,0.23,0.5,0,0.44,0.26,NUC
785,0.38,0.42,0.31,0.35,0.5,0,0.52,0.22,ME3
786,0.46,0.48,0.38,0.22,0.5,0,0.39,0.45,ME3
787,0.4,0.75,0.44,0.12,0.5,0,0.49,0.22,NUC
788,0.43,0.47,0.47,0.18,0.5,0,0.47,0.22,CYT
789,0.52,0.47,0.58,0.18,0.5,0,0.34,0.11,CYT
790,0.37,0.29,0.45,0.15,0.5,0,0.49,0.22,NUC
791,0.37,0.48,0.67,0.37,0.5,0,0.56,0.62,NUC
792,0.48,0.65,0.36,0.24,0.5,0,0.54,0.31,NUC
793,0.59,0.49,0.45,0.22,0.5,0,0.45,0.31,NUC
794,0.52,0.31,0.56,0.16,0.5,0,0.55,0.22,NUC
795,0.55,0.46,0.47,0.15,0.5,0,0.47,0.22,ME3
796,0.5,0.52,0.51,0.22,0.5,0,0.46,0.37,CYT
797,0.62,0.33,0.49,0.24,0.5,0,0.51,0.42,CYT
798,0.51,0.5,0.49,0.45,0.5,0,0.48,0.22,MIT
799,0.7,0.58,0.53,0.39,0.5,0,0.59,0.22,EXC
800,0.55,0.41,0.67,0.61,0.5,0,0.49,0.14,MIT
801,0.66,0.65,0.53,0.17,0.5,0,0.47,0.66,NUC
802,0.58,0.64,0.42,0.3,0.5,0,0.54,0.22,NUC
803,0.74,0.82,0.46,0.24,0.5,0,0.5,0.31,EXC
804,0.38,0.34,0.55,0.44,0.5,0,0.48,0.26,CYT
805,0.47,0.47,0.5,0.19,0.5,0,0.51,0.26,NUC
806,0.31,0.51,0.38,0.18,0.5,0,0.46,0.31,ME3
807,0.44,0.65,0.49,0.16,0.5,0,0.48,0.31,NUC
808,0.48,0.44,0.46,0.37,0.5,0,0.46,0.36,CYT
809,0.45,0.4,0.56,0.15,0.5,0,0.52,0.22,NUC
810,0.52,0.45,0.53,0.34,0.5,0,0.52,0.44,CYT
811,0.63,0.58,0.57,0.1,0.5,0,0.52,0.33,NUC
812,0.33,0.17,0.52,0.13,0.5,0,0.51,0.75,NUC
813,0.38,0.42,0.5,0.19,0.5,0,0.44,0.22,CYT
814,0.28,0.27,0.5,0.14,0.5,0,0.5,0.28,CYT
815,0.41,0.46,0.57,0.25,0.5,0,0.57,0.38,CYT
816,0.77,0.7,0.44,0.29,0.5,0,0.56,0.22,ME1
817,0.79,0.79,0.42,0.26,0.5,0,0.6,0.22,ME1
818,0.49,0.5,0.42,0.43,0.5,0,0.5,0.36,VAC
819,0.25,0.26,0.53,0.17,0.5,0,0.45,0.22,CYT
820,0.59,0.46,0.57,0.17,0.5,0,0.52,0.22,CYT
821,0.5,0.46,0.49,0.27,0.5,0,0.6,0.22,CYT
822,0.49,0.36,0.47,0.28,0.5,0,0.56,0.54,NUC
823,0.34,0.42,0.48,0.19,0.5,0,0.46,0.31,NUC
824,0.48,0.39,0.56,0.23,0.5,0,0.6,0.22,CYT
825,0.47,0.59,0.56,0.09,0.5,0,0.5,0.22,CYT
826,0.54,0.35,0.55,0.19,0.5,0,0.3,0.22,CYT
827,0.5,0.47,0.45,0.14,0.5,0,0.53,0.32,ME3
828,0.55,0.49,0.6,0.18,0.5,0,0.51,0.22,NUC
829,0.48,0.58,0.58,0.12,0.5,0,0.49,0.22,VAC
830,0.65,0.58,0.53,0.21,0.5,0,0.51,0.22,VAC
831,0.41,0.48,0.51,0.2,0.5,0,0.51,0.22,CYT
832,0.57,0.47,0.48,0.17,0.5,0,0.52,0.26,VAC
833,1,0.8,0.29,0.36,0.5,0,0.52,0.22,ME1
834,0.88,0.75,0.41,0.36,0.5,0,0.43,0.22,ME2
835,0.47,0.41,0.46,0.18,0.5,0,0.53,0.22,ME3
836,0.59,0.56,0.5,0.48,0.5,0,0.46,0.22,MIT
837,0.25,0.41,0.47,0.14,0.5,0,0.56,0.68,NUC
838,0.71,0.51,0.49,0.23,0.5,0,0.3,0.32,ME2
839,0.74,0.73,0.32,0.2,0.5,0,0.55,0.22,ME1
840,0.35,0.32,0.31,0.16,0.5,0,0.56,0.22,ME3
841,0.67,0.61,0.39,0.24,0.5,0,0.51,0.22,ME3
842,0.47,0.41,0.53,0.27,0.5,0,0.47,0.25,MIT
843,0.39,0.56,0.34,0.18,0.5,0,0.49,0.22,ME3
844,0.75,0.73,0.35,0.33,0.5,0,0.49,0.28,ME1
845,0.5,0.63,0.45,0.13,0.5,0,0.45,0.32,ME3
846,0.2,0.6,0.5,0.29,0.5,0,0.51,0.22,ME3
847,0.51,0.46,0.41,0.36,0.5,0,0.49,0.22,ME3
848,0.6,0.68,0.3,0.27,0.5,0,0.55,0.22,ME3
849,0.77,0.68,0.35,0.19,0.5,0,0.53,0.43,ME1
850,0.77,0.74,0.37,0.29,0.5,0,0.45,0.22,ME1
851,0.47,0.38,0.58,0.19,0.5,0,0.57,0.22,CYT
852,0.74,0.75,0.45,0.44,0.5,0,0.52,0.22,POX
853,0.52,0.53,0.58,0.69,0.5,0,0.5,0.22,MIT
854,0.25,0.4,0.52,0.15,0.5,0,0.56,0.28,NUC
855,0.58,0.56,0.38,0.39,0.5,0,0.54,0.57,NUC
856,0.48,0.61,0.57,0.17,0.5,0,0.45,0.22,CYT
857,0.61,0.48,0.54,0.25,0.5,0,0.5,0.22,CYT
858,0.86,0.74,0.51,0.4,0.5,0,0.55,0.22,ME2
859,0.58,0.5,0.5,0.12,0.5,0,0.48,0.25,NUC
860,0.48,0.61,0.44,0.2,0.5,0,0.47,0.22,CYT
861,0.52,0.56,0.54,0.53,0.5,0,0.45,0.22,MIT
862,0.73,0.83,0.43,0.3,0.5,0,0.55,0.22,ME1
863,0.56,0.43,0.54,0.16,0.5,0,0.5,0.22,NUC
864,0.62,0.58,0.46,0.13,0.5,0,0.53,0.22,CYT
865,0.31,0.45,0.5,0.17,0.5,0,0.49,0.22,CYT
866,0.38,0.49,0.61,0.13,0.5,0,0.54,0.22,CYT
867,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22,NUC
868,0.54,0.45,0.62,0.13,0.5,0,0.52,0.26,NUC
869,0.89,0.77,0.36,0.34,0.5,0,0.44,0.22,EXC
870,0.48,0.43,0.45,0.17,0.5,0,0.48,0.37,ME3
871,0.43,0.52,0.53,0.52,1,0,0.49,0.22,CYT
872,0.33,0.37,0.54,0.28,0.5,0,0.53,0.27,NUC
873,0.6,0.51,0.52,0.45,0.5,0,0.5,0.27,MIT
874,0.48,0.54,0.53,0.6,0.5,0,0.53,0.31,NUC
875,0.75,0.67,0.51,0.29,0.5,0,0.52,0.36,MIT
876,0.49,0.52,0.53,0.7,0.5,0,0.51,0.22,MIT
877,0.51,0.48,0.46,0.29,0.5,0,0.54,0.22,CYT
878,0.53,0.43,0.57,0.24,0.5,0,0.39,0.28,CYT
879,0.41,0.41,0.43,0.61,0.5,0,0.53,0.22,MIT
880,0.46,0.53,0.47,0.37,0.5,0,0.51,0.36,NUC
881,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,CYT
882,0.33,0.42,0.55,0.23,0.5,0,0.52,0.43,NUC
883,0.4,0.43,0.36,0.33,0.5,0,0.51,0.22,ME3
884,0.23,0.37,0.32,0.13,0.5,0,0.53,0.22,MIT
885,0.45,0.45,0.51,0.3,0.5,0,0.48,0.44,CYT
886,0.46,0.61,0.38,0.35,0.5,0,0.49,0.22,ME3
887,0.25,0.48,0.45,0.32,0.5,0,0.4,0.22,CYT
888,0.45,0.36,0.5,0.19,0.5,0,0.53,0.7,NUC
889,0.38,0.67,0.33,0.17,0.5,0,0.51,0.22,ME3
890,0.41,0.47,0.5,0.14,0.5,0,0.53,0.37,NUC
891,0.48,0.45,0.59,0.2,0.5,0,0.58,0.34,NUC
892,0.43,0.39,0.54,0.21,0.5,0,0.53,0.27,NUC
893,0.5,0.34,0.55,0.21,0.5,0,0.49,0.22,NUC
894,0.61,0.6,0.55,0.21,0.5,0,0.5,0.25,NUC
895,0.43,0.44,0.48,0.22,0.5,0,0.51,0.22,CYT
896,0.73,0.63,0.42,0.3,0.5,0,0.49,0.22,CYT
897,0.46,0.53,0.52,0.15,0.5,0,0.58,0.22,CYT
898,0.57,0.47,0.6,0.18,0.5,0,0.51,0.22,CYT
899,0.33,0.55,0.51,0.43,0.5,0,0.51,0.22,NUC
900,0.78,0.74,0.42,0.26,0.5,0,0.43,0.22,ME1
901,0.86,0.68,0.39,0.24,0.5,0,0.54,0.22,ME2
902,0.79,0.57,0.41,0.28,0.5,0,0.59,0.22,ME2
903,0.41,0.54,0.39,0.2,0.5,0,0.51,0.22,ME3
904,0.53,0.31,0.58,0.39,0.5,0,0.47,0.37,NUC
905,0.48,0.39,0.51,0.21,0.5,0,0.52,0.28,CYT
906,0.66,0.62,0.49,0.1,0.5,0,0.49,0.22,CYT
907,0.48,0.43,0.51,0.32,0.5,0,0.52,0.43,NUC
908,0.41,0.46,0.59,0.19,0.5,0,0.58,0.27,NUC
909,0.48,0.54,0.55,0.12,0.5,0,0.51,0.22,CYT
910,0.45,0.55,0.54,0.66,0.5,0,0.47,0.22,MIT
911,0.49,0.42,0.56,0.55,0.5,0,0.42,0.25,MIT
912,0.5,0.54,0.53,0.54,0.5,0,0.51,0.27,MIT
913,0.48,0.45,0.55,0.5,0.5,0,0.53,0.22,MIT
914,0.54,0.52,0.63,0.37,0.5,0,0.46,0.22,MIT
915,0.46,0.38,0.47,0.22,0.5,0,0.52,0.27,MIT
916,0.38,0.5,0.37,0.26,0.5,0,0.43,0.22,ME3
917,0.69,0.7,0.52,0.36,0.5,0,0.46,0.22,EXC
918,0.44,0.52,0.41,0.23,0.5,0,0.51,0.22,NUC
919,0.59,0.67,0.56,0.41,0.5,0,0.47,0.22,MIT
920,0.58,0.62,0.54,0.17,0.5,0,0.48,0.22,MIT
921,0.46,0.71,0.48,0.53,0.5,0,0.53,0.22,MIT
922,0.62,0.51,0.52,0.42,0.5,0,0.54,0.27,NUC
923,0.59,0.48,0.5,0.14,0.5,0,0.45,0.25,CYT
924,0.4,0.42,0.71,0.21,0.5,0,0.54,0.32,CYT
925,0.35,0.45,0.43,0.11,0.5,0,0.56,0.22,ME3
926,0.42,0.42,0.42,0.2,0.5,0,0.49,0.22,ME3
927,0.39,0.42,0.38,0.4,0.5,0,0.49,0.47,ME3
928,0.26,0.44,0.3,0.11,0.5,0,0.51,0.47,ME3
929,0.66,0.45,0.5,0.23,0.5,0,0.49,0.22,CYT
930,0.31,0.31,0.56,0.33,0.5,0,0.52,0.33,NUC
931,0.24,0.34,0.69,0.18,0.5,0,0.52,0.22,CYT
932,0.31,0.55,0.52,0.17,0.5,0,0.52,0.22,CYT
933,0.32,0.57,0.5,0.15,0.5,0,0.53,0.22,CYT
934,0.61,0.72,0.31,0.33,0.5,0,0.56,0.22,MIT
935,0.44,0.42,0.6,0.21,0.5,0,0.57,0.22,CYT
936,0.49,0.46,0.45,0.45,0.5,0,0.52,0.22,MIT
937,0.49,0.6,0.43,0.56,0.5,0,0.36,0.22,MIT
938,0.53,0.38,0.66,0.25,0.5,0,0.43,0.22,NUC
939,0.41,0.51,0.58,0.15,0.5,0,0.45,0.27,CYT
940,0.2,0.26,0.52,0.14,0.5,0,0.53,0.44,CYT
941,0.51,0.53,0.55,0.14,0.5,0,0.51,0.22,CYT
942,0.39,0.28,0.46,0.12,0.5,0,0.41,0.22,NUC
943,0.23,0.2,0.53,0.2,0.5,0,0.44,0.22,NUC
944,0.55,0.54,0.56,0.22,0.5,0,0.5,0.37,NUC
945,0.51,0.55,0.35,0.16,0.5,0,0.51,0.47,ME3
946,0.45,0.56,0.53,0.32,0.5,0,0.57,0.22,CYT
947,0.32,0.47,0.55,0.12,0.5,0,0.52,0.22,CYT
948,0.55,0.46,0.46,0.31,0.5,0,0.58,0.48,NUC
949,0.56,0.62,0.53,0.24,0.5,0,0.57,0.22,CYT
950,0.58,0.6,0.51,0.24,0.5,0,0.53,0.22,CYT
951,0.35,0.36,0.57,0.17,0.5,0,0.52,0.22,CYT
952,0.45,0.4,0.56,0.14,0.5,0,0.54,0.22,CYT
953,0.5,0.5,0.48,0.17,0.5,0,0.47,0.26,CYT
954,0.6,0.6,0.49,0.3,0.5,0,0.53,0.22,NUC
955,0.49,0.46,0.34,0.21,0.5,0,0.55,0.22,ME3
956,0.45,0.42,0.52,0.2,0.5,0,0.5,0.25,CYT
957,0.37,0.33,0.5,0.12,0.5,0,0.51,0.54,CYT
958,0.27,0.51,0.47,0.35,0.5,0,0.49,0.28,NUC
959,0.64,0.53,0.45,0.13,0.5,0,0.53,0.22,CYT
960,0.52,0.51,0.51,0.12,0.5,0,0.51,0.4,CYT
961,0.44,0.51,0.48,0.38,0.5,0,0.52,0.22,CYT
962,0.58,0.41,0.51,0.26,0.5,0,0.51,0.37,CYT
963,0.37,0.34,0.58,0.24,0.5,0,0.44,0.18,NUC
964,0.61,0.57,0.45,0.21,0.5,0,0.5,0.42,NUC
965,0.53,0.68,0.34,0.42,0.5,0,0.54,0.27,ME3
966,0.85,0.85,0.3,0.31,0.5,0,0.55,0.42,ME1
967,0.55,0.53,0.56,0.29,0.5,0,0.48,0.22,MIT
968,0.38,0.46,0.52,0.75,0.5,0,0.5,0.26,MIT
969,0.43,0.44,0.3,0.18,0.5,0,0.51,0.22,ME3
970,0.43,0.45,0.37,0.12,0.5,0,0.48,0.22,ME3
971,0.45,0.57,0.3,0.17,0.5,0,0.51,0.22,ME3
972,0.42,0.44,0.33,0.17,0.5,0,0.54,0.27,ME3
973,0.45,0.54,0.54,0.62,0.5,0,0.53,0.22,MIT
974,0.51,0.34,0.43,0.18,0.5,0,0.48,0.25,CYT
975,0.45,0.38,0.59,0.18,0.5,0,0.44,0.45,NUC
976,0.89,0.81,0.36,0.71,0.5,0,0.55,0.63,ME1
977,0.58,0.55,0.52,0.22,0.5,0,0.44,0.22,MIT
978,0.5,0.45,0.49,0.3,0.5,0,0.47,0.4,NUC
979,0.47,0.43,0.35,0.32,0.5,0,0.54,0.22,ME3
980,0.7,0.73,0.38,0.36,0.5,0,0.54,0.22,ME1
981,0.84,0.63,0.38,0.23,0.5,0,0.53,0.22,EXC
982,0.36,0.44,0.57,0.18,0.5,0,0.42,0.22,MIT
983,0.48,0.57,0.52,0.61,0.5,0,0.51,0.22,MIT
984,0.68,0.5,0.55,0.65,0.5,0,0.46,0.31,MIT
985,0.52,0.49,0.57,0.57,0.5,0,0.51,0.22,NUC
986,0.18,0.48,0.46,0.12,0.5,0,0,0.25,NUC
987,0.53,0.51,0.51,0.11,0.5,0,0.49,0.41,NUC
988,0.58,0.49,0.5,0.41,0.5,0,0.57,0.22,MIT
989,0.57,0.44,0.42,0.2,0.5,0,0.54,0.22,CYT
990,0.55,0.65,0.5,0.28,0.5,0,0.55,0.22,NUC
991,0.29,0.46,0.54,0.27,0.5,0,0.49,0.22,CYT
992,0.66,0.52,0.52,0.44,0.5,0,0.56,0.27,MIT
993,0.37,0.31,0.53,0.16,0.5,0,0.53,0.44,NUC
994,0.45,0.73,0.47,0.65,0.5,0,0.54,0.43,MIT
995,0.66,0.54,0.49,0.16,0.5,0,0.54,0.36,NUC
996,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22,POX
997,0.59,0.57,0.43,0.26,0.5,0,0.51,0.22,MIT
998,0.39,0.3,0.56,0.12,0.5,0,0.53,0.38,NUC
999,0.41,0.54,0.58,0.2,0.5,0,0.52,0.22,MIT
1000,0.45,0.43,0.63,0.4,0.5,0,0.59,0.11,MIT
1001,0.44,0.44,0.67,0.35,0.5,0,0.48,0.26,MIT
1002,0.62,0.59,0.54,0.47,0.5,0,0.46,0.22,MIT
1003,0.51,0.48,0.51,0.43,0.5,0,0.49,0.22,MIT
1004,0.46,0.46,0.56,0.12,0.5,0,0.55,0.22,MIT
1005,0.36,0.39,0.55,0.26,0.5,0,0.49,0.22,NUC
1006,0.47,0.59,0.37,0.31,0.5,0,0.51,0.36,NUC
1007,0.33,0.46,0.53,0.29,0.5,0,0.5,0.55,NUC
1008,0.11,0.41,0.67,0.13,0.5,0,0.45,0.29,NUC
1009,0.47,0.5,0.55,0.19,0.5,0,0.62,0.22,CYT
1010,0.49,0.44,0.51,0.18,0.5,0,0.52,0.27,CYT
1011,0.43,0.28,0.53,0.34,0.5,0,0.55,0.57,NUC
1012,0.3,0.55,0.58,0.16,0.5,0,0.61,0.28,NUC
1013,0.83,0.57,0.42,0.57,0.5,0,0.5,0.32,ME2
1014,0.52,0.64,0.34,0.16,0.5,0,0.57,0.22,MIT
1015,0.58,0.51,0.56,0.16,0.5,0,0.34,0.22,NUC
1016,0.69,0.39,0.52,0.12,0.5,0,0.38,0.35,CYT
1017,0.47,0.43,0.59,0.27,0.5,0,0.55,0.22,POX
1018,0.45,0.46,0.61,0.2,0.5,0,0.62,0.22,CYT
1019,0.61,0.46,0.44,0.47,0.5,0,0.5,0.37,NUC
1020,0.8,0.82,0.57,0.26,0.5,0,0.57,0.27,VAC
1021,0.75,0.6,0.43,0.35,0.5,0,0.45,0.27,MIT
1022,0.57,0.49,0.5,0.2,0.5,0,0.51,0.28,CYT
1023,0.74,0.74,0.51,0.27,0.5,0,0.5,0.22,EXC
1024,0.4,0.37,0.54,0.13,0.5,0,0.48,0.22,NUC
1025,0.45,0.4,0.43,0.22,0.5,0,0.51,0.48,NUC
1026,0.74,0.71,0.52,0.3,0.5,0,0.27,0.22,EXC
1027,0.4,0.39,0.33,0.17,0.5,0,0.51,0.31,VAC
1028,0.97,0.71,0.29,0.42,0.5,0,0.35,0.22,ME2
1029,0.44,0.43,0.34,0.21,0.5,0,0.55,0.4,ME3
1030,0.56,0.5,0.56,0.26,0.5,0,0.53,0.27,NUC
1031,0.41,0.53,0.41,0.15,0.5,0,0.54,0.25,NUC
1032,0.66,0.55,0.34,0.2,0.5,0,0.62,0.22,ME3
1033,0.75,0.69,0.48,0.13,0.5,0,0.57,0.4,VAC
1034,0.42,0.53,0.57,0.17,0.5,0,0.49,0.22,CYT
1035,0.33,0.35,0.56,0.19,0.5,0,0.5,0.22,NUC
1036,0.77,0.57,0.45,0.17,0.5,0,0.53,0.22,CYT
1037,0.56,0.59,0.54,0.18,0.5,0,0.48,0.46,NUC
1038,0.68,0.39,0.5,0.15,0.5,0,0.48,0.37,NUC
1039,0.32,0.48,0.49,0.17,0.5,0,0.47,0.22,NUC
1040,0.51,0.39,0.56,0.25,0.5,0,0.51,0.33,NUC
1041,0.51,0.51,0.56,0.28,0.5,0,0.54,0.27,CYT
1042,0.48,0.56,0.49,0.32,0.5,0,0.5,0.22,CYT
1043,0.29,0.4,0.41,0.48,0.5,0,0.53,0.3,NUC
1044,0.61,0.55,0.51,0.26,0.5,0,0.52,0.22,CYT
1045,0.5,0.62,0.52,0.3,0.5,0,0.56,0.22,MIT
1046,0.64,0.53,0.59,0.14,0.5,0,0.53,0.22,MIT
1047,0.38,0.31,0.59,0.19,0.5,0,0.46,0.22,MIT
1048,0.51,0.55,0.56,0.18,0.5,0,0.5,0.38,NUC
1049,0.64,0.5,0.53,0.1,0.5,0,0.51,0.22,NUC
1050,0.49,0.67,0.5,0.28,0.5,0,0.43,0.22,NUC
1051,0.32,0.49,0.53,0.28,0.5,0,0.5,0.5,NUC
1052,0.42,0.21,0.59,0.3,0.5,0,0.47,0.27,NUC
1053,0.37,0.58,0.5,0.22,0.5,0,0.47,0.22,NUC
1054,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16,CYT
1055,0.57,0.37,0.43,0.27,0.5,0,0.53,0.28,NUC
1056,0.48,0.45,0.63,0.19,0.5,0,0.58,0.22,NUC
1057,0.52,0.46,0.56,0.25,0.5,0,0.52,0.22,NUC
1058,0.31,0.6,0.65,0.18,0.5,0,0.46,0.22,NUC
1059,0.57,0.42,0.63,0.22,0.5,0,0.68,0.32,NUC
1060,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25,CYT
1061,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,CYT
1062,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31,CYT
1063,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,CYT
1064,0.73,0.6,0.47,0.2,0.5,0,0.72,0.22,CYT
1065,0.46,0.33,0.45,0.22,0.5,0,0.41,0.37,CYT
1066,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19,CYT
1067,0.5,0.5,0.62,0.23,0.5,0,0.35,0.11,CYT
1068,0.53,0.57,0.6,0.36,0.5,0,0.5,0.22,CYT
1069,0.37,0.37,0.51,0.38,0.5,0,0.44,0.22,CYT
1070,0.56,0.42,0.52,0.14,0.5,0,0.51,0.22,CYT
1071,0.46,0.49,0.55,0.18,0.5,0,0.56,0.22,NUC
1072,0.53,0.51,0.55,0.57,0.5,0,0.46,0.22,MIT
1073,0.38,0.4,0.53,0.12,0.5,0,0.55,0.22,CYT
1074,0.54,0.51,0.56,0.15,0.5,0,0.54,0.31,CYT
1075,0.37,0.42,0.46,0.15,0.5,0,0.51,0.31,ME2
1076,0.7,0.78,0.53,0.24,0.5,0,0.48,0.22,VAC
1077,0.45,0.65,0.51,0.17,0.5,0,0.49,0.22,NUC
1078,0.42,0.42,0.55,0.31,0.5,0,0.43,0.22,NUC
1079,0.8,0.69,0.53,0.33,0.5,0,0.51,0.22,ME2
1080,0.57,0.51,0.34,0.13,0.5,0,0.53,0.27,MIT
1081,0.33,0.46,0.6,0.18,0.5,0,0.51,0.26,NUC
1082,0.36,0.32,0.55,0.27,0.5,0,0.47,0.43,NUC
1083,0.46,0.41,0.45,0.23,0.5,0,0.48,0.22,NUC
1084,0.4,0.39,0.6,0.23,0.5,0,0.52,0.31,NUC
1085,0.77,0.73,0.49,0.46,0.5,0,0.38,0.22,EXC
1086,0.53,0.25,0.59,0.27,0.5,0,0.45,0.26,NUC
1087,0.25,0.33,0.48,0.18,0.5,0,0.42,0.33,NUC
1088,0.56,0.52,0.46,0.17,0.5,0,0.49,0.73,CYT
1089,0.51,0.48,0.51,0.19,0.5,0,0.51,0.27,CYT
1090,0.6,0.46,0.51,0.1,0.5,0,0.48,0.31,CYT
1091,0.6,0.46,0.51,0.1,0.5,0,0.48,0.31,CYT
1092,0.44,0.39,0.63,0.11,0.5,0,0.49,0.26,NUC
1093,0.25,0.42,0.21,0.14,0.5,0,0.41,0.22,ME3
1094,0.83,0.81,0.45,0.38,0.5,0,0.4,0.26,EXC
1095,0.38,0.51,0.56,0.21,0.5,0,0.48,0.31,NUC
1096,0.44,0.4,0.53,0.19,0.5,0,0.48,0.27,CYT
1097,0.48,0.54,0.56,0.29,0.5,0,0.51,0.43,NUC
1098,0.33,0.37,0.49,0.22,0.5,0,0.55,0.22,CYT
1099,0.78,0.73,0.27,0.28,0.5,0,0.56,0.22,ME1
1100,0.63,0.64,0.49,0.2,0.5,0,0.52,0.25,CYT
1101,0.39,0.47,0.49,0.2,0.5,0,0.53,0.26,CYT
1102,0.61,0.52,0.5,0.44,0.5,0,0.53,0.22,CYT
1103,0.54,0.48,0.55,0.33,0.5,0,0.55,0.4,CYT
1104,0.58,0.51,0.63,0.2,0.5,0,0.5,0.42,NUC
1105,0.38,0.42,0.5,0.19,0.5,0,0.44,0.22,CYT
1106,0.32,0.32,0.52,0.18,0.5,0,0.48,0.34,CYT
1107,0.44,0.55,0.51,0.16,0.5,0,0.6,0.22,CYT
1108,0.8,0.83,0.43,0.24,0.5,0,0.54,0.22,ME1
1109,0.58,0.55,0.51,0.13,0.5,0,0.52,0.22,CYT
1110,0.52,0.49,0.59,0.21,0.5,0,0.47,0.22,NUC
1111,0.42,0.37,0.54,0.17,0.5,0,0.51,0.22,CYT
1112,0.39,0.45,0.75,0.17,0.5,0,0.51,0.22,CYT
1113,0.53,0.45,0.52,0.29,0.5,0,0.55,0.38,MIT
1114,0.62,0.6,0.54,0.22,0.5,0,0.54,0.27,CYT
1115,0.48,0.44,0.51,0.24,0.5,0,0.49,0.22,CYT
1116,0.79,0.62,0.35,0.35,0.5,0,0.6,0.28,ME2
1117,0.19,0.41,0.55,0.13,0.5,0,0.52,0.25,CYT
1118,0.27,0.43,0.5,0.13,0.5,0,0.54,0.31,CYT
1119,0.42,0.46,0.44,0.17,0.5,0,0.51,0.42,CYT
1120,0.42,0.51,0.33,0.16,0.5,0,0.54,0.22,ME3
1121,0.36,0.51,0.51,0.17,0.5,0,0.52,0.22,VAC
1122,0.5,0.55,0.52,0.16,0.5,0,0.51,0.31,CYT
1123,0.25,0.4,0.54,0.16,0.5,0,0.43,0.22,CYT
1124,0.5,0.4,0.57,0.17,0.5,0,0.59,0.22,CYT
1125,0.78,0.71,0.35,0.25,0.5,0,0.49,0.22,ME1
1126,0.51,0.39,0.56,0.55,0.5,0,0.46,0.64,MIT
1127,0.49,0.49,0.4,0.2,0.5,0,0.48,0.26,ME3
1128,0.5,0.47,0.56,0.31,0.5,0,0.56,0.26,CYT
1129,0.45,0.39,0.46,0.29,0.5,0,0.42,0.22,MIT
1130,0.32,0.3,0.57,0.38,0.5,0,0.5,0.25,NUC
1131,0.45,0.5,0.43,0.16,0.5,0,0.52,0.28,ME3
1132,0.22,0.53,0.36,0.22,0.5,0,0.54,0.31,ME3
1133,0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41,POX
1134,0.56,0.71,0.47,0.21,0.5,0,0.52,0.22,MIT
1135,0.58,0.63,0.52,0.7,0.5,0,0.46,0.22,MIT
1136,0.28,0.48,0.36,0.16,0.5,0,0.53,0.22,ME3
1137,0.52,0.65,0.36,0.26,0.5,0,0.44,0.22,ME3
1138,0.64,0.44,0.56,0.15,0.5,0,0.56,0.22,CYT
1139,0.42,0.71,0.45,0.15,0.5,0,0.48,0.22,ME3
1140,0.38,0.56,0.38,0.16,0.5,0,0.53,0.22,ME3
1141,0.92,0.66,0.52,0.23,0.5,0,0.53,0.22,ME1
1142,0.8,0.73,0.47,0.19,0.5,0,0.49,0.22,ME1
1143,0.52,0.46,0.34,0.2,0.5,0,0.51,0.25,ME3
1144,0.36,0.48,0.61,0.26,0.5,0,0.5,0.16,NUC
1145,0.3,0.37,0.4,0.45,0.5,0,0.48,0.41,ME3
1146,0.43,0.4,0.6,0.16,0.5,0,0.53,0.39,NUC
1147,0.72,0.61,0.45,0.3,0.5,0,0.54,0.25,MIT
1148,0.43,0.57,0.51,0.49,0.5,0,0.48,0.22,MIT
1149,0.36,0.46,0.62,0.46,0.5,0,0.51,0.33,CYT
1150,0.27,0.6,0.48,0.23,0.5,0,0.55,0.22,CYT
1151,0.51,0.34,0.5,0.19,0.5,0,0.5,0.22,NUC
1152,0.38,0.37,0.56,0.21,0.5,0,0.49,0.22,NUC
1153,0.56,0.52,0.48,0.17,0.5,0,0.46,0.22,NUC
1154,0.36,0.49,0.3,0.22,0.5,0,0.52,0.31,ME3
1155,0.81,0.9,0.39,0.41,0.5,0,0.53,0.22,ME2
1156,0.44,0.34,0.55,0.18,0.5,0,0.52,0.22,CYT
1157,0.43,0.54,0.58,0.16,0.5,0,0.5,0.36,NUC
