,f1,f2,f3,f4,f5,f6,f7,f8,o
705,0.62,0.59,0.54,0.47,0.5,0,0.46,0.22,MIT
706,0.51,0.48,0.51,0.43,0.5,0,0.49,0.22,MIT
707,0.46,0.46,0.56,0.12,0.5,0,0.114591044,0.22,MIT
708,0.36,0.949099578,0.55,0.41273766,0.5,0,0.49,0.22,NUC
709,0.47,0.59,0.37,0.31,0.5,0.307961153,0.51,0.36,NUC
710,0.33,0.46,0.53,0.014591457,0.5,0,0.5,0.55,NUC
711,0.11,0.41,0.67,0.13,0.5,0,0.45,0.29,NUC
712,0.47,0.5,0.55,0.19,0.5,0,0.608799033,0.22,CYT
713,0.49,0.44,0.51,0.18,0.5,0,0.52,0.27,CYT
714,0.43,0.28,0.53,0.34,0.58054407,0,0.55,0.50666722,NUC
715,0.3,0.55,0.289449498,0.16,0.5,0,0.61,0.28,NUC
716,0.83,0.57,0.42,0.57,0.953279495,0.533911961,0.5,0.32,ME2
717,0.52,0.64,0.34,0.16,0.5,0.135710802,0.57,0.22,MIT
718,0.770826319,0.51,0.56,0.707343707,0.5,0,0.260323627,0.22,NUC
719,0.69,0.39,0.52,0.407408213,0.5,0.712836945,0.38,0.35,CYT
720,0.47,0.43,0.59,0.27,0.5,0,0.55,0.22,POX
721,0.45,0.46,0.61,0.2,0.5,0.420182935,0.012350947,0.22,CYT
722,0.61,0.46,0.44,0.876389975,0.5,0,0.639465291,0.774084719,NUC
723,0.635367025,0.82,0.57,0.26,0.5,0,0.57,0.27,VAC
724,0.75,0.6,0.43,0.552625174,0.5,0,0.45,0.27,MIT
725,0.57,0.49,0.5,0.2,0.5,0,0.51952742,0.28,CYT
726,0.74,0.74,0.824617392,0.27,0.5,0,0.5,0.911540972,EXC
727,0.4,0.37,0.54,0.13,0.5,0,0.48,0.22,NUC
728,0.45,0.4,0.43,0.22,0.5,0.292672999,0.51,0.48,NUC
729,0.74,0.71,0.52,0.461291659,0.5,0,0.064978295,0.22,EXC
730,0.38726873,0.35610219,0.33,0.17,0.536020923,0.349518228,0.364452582,0.31,VAC
731,0.97,0.71,0.29,0.42,0.5,0,0.35,0.976934459,ME2
732,0.44,0.43,0.34,0.21,0.5,0,0.55,0.4,ME3
733,0.56,0.146948799,0.56,0.26,0.5,0,0.53,0.27,NUC
734,0.41,0.53,0.615372587,0.15,0.5,0.158608119,0.54,0.25,NUC
735,0.66,0.55,0.34,0.632177431,0.5,0,0.129778511,0.596776725,ME3
736,0.75,0.69,0.48,0.13,0.603929033,0,0.57,0.4,VAC
737,0.207478208,0.53,0.57,0.17,0.5,0,0.49,0.22,CYT
738,0.33,0.35,0.56,0.19,0.520756149,0,0.5,0.22,NUC
739,0.77,0.57,0.45,0.17,0.99456237,0,0.48317063,0.22,CYT
740,0.56,0.59,0.54,0.18,0.524557962,0,0.48,0.842483127,NUC
741,0.68,0.39,0.54985591,0.15,0.5,0,0.48,0.180115711,NUC
742,0.32,0.48,0.49,0.747735683,0.727306566,0.31228017,0.47,0.22,NUC
743,0.742903223,0.39,0.56,0.25,0.5,0,0.51,0.33,NUC
744,0.51,0.51,0.56,0.929436013,0.5,0,0.30746245,0.766956202,CYT
745,0.48,0.954461824,0.49,0.32,0.5,0,0.5,0.22,CYT
746,0.29,0.4,0.41,0.049418062,0.5,0.202668843,0.45788801,0.3,NUC
747,0.61,0.55,0.904188507,0.26,0.5,0,0.52,0.22,CYT
748,0.5,0.62,0.52,0.3,0.5,0,0.56,0.22,MIT
749,0.64,0.53,0.59,0.512539237,0.5,0,0.53,0.444932987,MIT
750,0.38,0.31,0.59,0.19,0.5,0,0.46,0.762222967,MIT
751,0.51,0.55,0.431089031,0.18,0.5,0,0.5,0.38,NUC
752,0.64,0.22806075,0.53,0.1,0.5,0.189502899,0.51,0.22,NUC
753,0.49,0.67,0.5,0.28,0.5,0,0.43,0.22,NUC
754,0.32,0.49,0.434339076,0.28,0.5,0,0.691810038,0.272935892,NUC
755,0.42,0.21,0.59,0.807837965,0.5,0,0.47,0.27,NUC
756,0.37,0.58,0.5,0.22,0.5,0.425380277,0.47,0.22,NUC
757,0.43,0.33,0.54,0.37,0.5,0,0.38,0.45241128,CYT
758,0.395452564,0.37,0.43,0.27,0.5,0,0.53,0.28,NUC
759,0.515410187,0.45,0.721866293,0.231145783,0.5,0,0.58,0.22,NUC
760,0.52,0.430431433,0.56,0.464756839,0.5,0,0.52,0.22,NUC
761,0.31,0.6,0.65,0.18,0.5,0,0.46,0.22,NUC
762,0.453602934,0.42,0.443575953,0.22,0.5,0,0.68,0.553667449,NUC
763,0.699336236,0.869108399,0.412377362,0.18,0.5,0,0.3,0.25,CYT
764,0.57,0.756314291,0.52,0.440575788,0.5,0.804019355,0.37,0.11,CYT
765,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31,CYT
766,0.4,0.45,0.61,0.082971295,0.5,0,0.44,0.22,CYT
767,0.73,0.6,0.47,0.718623622,0.5,0,0.72,0.22,CYT
768,0.253940937,0.33,0.45,0.22,0.5,0,0.41,0.625975607,CYT
769,0.773188441,0.94613609,0.54,0.21,0.5,0.17954145,0.4,0.19,CYT
770,0.5,0.5,0.62,0.23,0.5,0,0.35,0.11,CYT
771,0.53,0.57,0.6,0.36,0.5,0.09929401,0.5,0.22,CYT
772,0.766819298,0.784057331,0.51,0.38,0.5,0,0.44,0.22,CYT
773,0.56,0.42,0.52,0.14,0.5,0,0.51,0.22,CYT
774,0.46,0.49,0.55,0.18,0.5,0,0.181180956,0.795396129,NUC
775,0.53,0.290944144,0.55,0.886466367,0.5,0,0.46,0.22,MIT
776,0.38,0.19684389,0.53,0.839736649,0.5,0,0.55,0.22,CYT
777,0.913580356,0.51,0.56,0.15,0.5,0,0.718251586,0.159215868,CYT
778,0.37,0.42,0.46,0.15,0.5,0,0.51,0.31,ME2
779,0.585505845,0.78,0.53,0.659145939,0.5,0,0.48,0.22,VAC
780,0.45,0.65,0.51,0.17,0.5,0,0.49,0.469796792,NUC
781,0.42,0.365079398,0.55,0.31,0.5,0,0.43,0.720728955,NUC
782,0.8,0.69,0.657087752,0.622377779,0.669561304,0,0.51,0.212704366,ME2
783,0.57,0.51,0.873327623,0.13,0.603997755,0,0.53,0.27,MIT
784,0.33,0.46,0.6,0.18,0.783437294,0,0.021494878,0.26,NUC
785,0.36,0.34873006,0.633901126,0.27,0.974853477,0,0.47,0.43,NUC
786,0.46,0.327544682,0.45,0.23,0.669434605,0,0.48,0.22,NUC
787,0.4,0.472191759,0.6,0.23,0.5,0,0.52,0.31,NUC
788,0.77,0.330042658,0.666036961,0.46,0.5,0,0.38,0.22,EXC
789,0.53,0.158644978,0.59,0.27,0.5,0,0.45,0.26,NUC
790,0.25,0.33,0.591372093,0.18,0.5,0,0.42,0.33,NUC
791,0.56,0.52,0.46,0.17,0.869530003,0,0.49,0.73,CYT
792,0.596714132,0.48,0.51,0.560692469,0.5,0.562931979,0.51,0.27,CYT
793,0.929739015,0.46,0.51,0.1,0.5,0,0.48,0.31,CYT
794,0.6,0.587528077,0.51,0.902246117,0.836093083,0,0.48,0.31,CYT
795,0.44,0.39,0.63,0.11,0.940670199,0,0.49,0.26,NUC
796,0.25,0.370017283,0.656689258,0.14,0.5,0,0.41,0.22,ME3
797,0.638340496,0.81,0.45,0.38,0.52081326,0,0.4,0.26,EXC
798,0.38,0.159114426,0.56,0.21,0.5,0,0.136958904,0.31,NUC
799,0.531993771,0.4,0.529660154,0.19,0.627663729,0,0.48,0.27,CYT
800,0.48,0.54,0.56,0.29,0.5,0,0.51,0.43,NUC
801,0.33,0.293214014,0.49,0.22,0.5,0,0.55,0.22,CYT
802,0.78,0.73,0.27,0.782888932,0.71993395,0.620115572,0.607032455,0.22,ME1
803,0.874734005,0.64,0.366902483,0.2,0.5,0,0.52,0.25,CYT
804,0.39,0.47,0.49,0.364620986,0.574729008,0.658639672,0.53,0.26,CYT
805,0.61,0.52,0.5,0.44,0.687093771,0,0.53,0.22,CYT
806,0.303873415,0.48,0.671087199,0.33,0.5,0,0.55,0.4,CYT
807,0.58,0.831708645,0.63,0.547982097,0.5,0,0.5,0.356351525,NUC
808,0.38,0.42,0.5,0.19,0.5,0,0.405075995,0.22,CYT
809,0.32,0.32,0.52,0.849276226,0.5,0,0.48,0.34,CYT
810,0.902084173,0.55,0.51,0.16,0.5,0,0.6,0.22,CYT
811,0.8,0.734106684,0.43,0.24,0.921423514,0,0.54,0.22,ME1
812,0.58,0.55,0.743532647,0.13,0.5,0,0.52,0.22,CYT
813,0.52,0.650182989,0.59,0.21,0.5,0,0.47,0.22,NUC
814,0.42,0.37,0.54,0.17,0.698523794,0.693833764,0.51,0.22,CYT
815,0.39,0.45,0.75,0.17,0.5,0,0.51,0.22,CYT
816,0.903975688,0.45,0.52,0.897111956,0.5,0,0.111479705,0.38,MIT
817,0.62,0.6,0.54,0.22,0.563421005,0,0.11270081,0.27,CYT
818,0.48,0.565273306,0.51,0.052775787,0.5,0,0.49,0.22,CYT
819,0.833081388,0.62,0.465859366,0.35,0.567732828,0,0.594744233,0.28,ME2
820,0.19,0.41,0.55,0.13,0.5,0.254550976,0.412737864,0.190036415,CYT
821,0.27,0.43,0.980104699,0.13,0.5,0.037787823,0.54,0.31,CYT
822,0.42,0.46,0.44,0.17,0.5,0,0.676559876,0.42,CYT
823,0.42,0.51,0.33,0.16,0.5,0.480934675,0.54,0.22,ME3
824,0.36,0.519650963,0.51,0.17,0.5,0,0.52,0.22,VAC
825,0.5,0.55,0.52,0.16,0.5,0.438827674,0.51,0.31,CYT
826,0.62103199,0.4,0.54,0.964670499,0.681132796,0,0.43,0.22,CYT
827,0.5,0.4,0.908227911,0.652218064,0.5,0,0.59,0.060223055,CYT
828,0.78,0.71,0.35,0.25,0.5,0,0.625684793,0.564174502,ME1
829,0.375864751,0.39,0.56,0.55,0.5,0,0.46,0.64,MIT
830,0.49,0.49,0.4,0.2,0.5,0,0.48,0.26,ME3
831,0.5,0.469425779,0.56,0.31,0.5,0,0.56,0.26,CYT
832,0.45,0.39,0.692532709,0.312031753,0.5,0.222489104,0.42,0.22,MIT
833,0.32,0.310453589,0.57,0.568694113,0.5,0,0.5,0.25,NUC
834,0.467417211,0.5,0.43,0.16,0.5,0,0.52,0.28,ME3
835,0.22,0.53,0.36,0.22,0.694441217,0.574986954,0.54,0.31,ME3
836,0.967691565,0.52,0.46,0.2,0.5,0.83,0.52,0.965283231,POX
837,0.56,0.71,0.47,0.065248564,0.5,0,0.52,0.22,MIT
838,0.58,0.63,0.891337793,0.7,0.5,0,0.46,0.22,MIT
839,0.998640088,0.48,0.36,0.787137411,0.9554065,0,0.53,0.23026956,ME3
840,0.52,0.65,0.36,0.26,0.5,0,0.44,0.22,ME3
841,0.64,0.44,0.56,0.15,0.5,0,0.56,0.22,CYT
842,0.42,0.684058289,0.45,0.15,0.5,0,0.190556299,0.22,ME3
843,0.38,0.56,0.38,0.16,0.63218445,0,0.53,0.22,ME3
844,0.92,0.66,0.52,0.23,0.5,0,0.53,0.22,ME1
845,0.8,0.73,0.47,0.19,0.5,0,0.49,0.22,ME1
846,0.807637106,0.911962006,0.34,0.61818453,0.5,0,0.51,0.25,ME3
847,0.36,0.48,0.61,0.26,0.793375074,0,0.5,0.16,NUC
848,0.3,0.37,0.4,0.45,0.5,0,0.48,0.722763129,ME3
849,0.406756664,0.4,0.6,0.16,0.5,0,0.53,0.624453421,NUC
850,0.72,0.886249558,0.45,0.18157901,0.5,0.057989314,0.54,0.477606155,MIT
851,0.43,0.57,0.51,0.49,0.747258302,0.340905897,0.48,0.22,MIT
852,0.36,0.46,0.62,0.46,0.5,0,0.308757657,0.33,CYT
853,0.27,0.6,0.48,0.200125022,0.5,0,0.55,0.22,CYT
854,0.51,0.34,0.360439394,0.19,0.5,0,0.5,0.22,NUC
855,0.38,0.37,0.56,0.526228584,0.623434456,0,0.387671536,0.22,NUC
856,0.56,0.52,0.668664997,0.17,0.5,0,0.46,0.22,NUC
857,0.36,0.49,0.3,0.22,0.5,0,0.643452875,0.31,ME3
858,0.81,0.9,0.566134036,0.41,0.5,0,0.53,0.22,ME2
859,0.44,0.34,0.603139614,0.18,0.5,0,0.259333101,0.22,CYT
860,0.43,0.54,0.392578805,0.520514483,0.5,0,0.5,0.36,NUC
861,0.51,0.63,0.980044988,0.35,0.892354728,0,0.53,0.691780334,ME3
862,0.57,0.61,0.55,0.67,0.5,0,0.431627105,0.22,MIT
863,0.621312411,0.977791271,0.976673118,0.19,0.5,0,0.55,0.26,ME3
864,0.52,0.48,0.26728172,0.55,0.5,0,0.48,0.22,CYT
865,0.48,0.48,0.5,0.358277959,0.5,0,0.55,0.22,MIT
866,0.78,0.48,0.47,0.3,0.5,0.303491939,0.53,0.47,ME2
867,0.330814498,0.34,0.62,0.19,0.604430517,0.689531973,0.57,0.823368589,CYT
868,0.33,0.38,0.53,0.26,0.525152846,0,0.241549256,0.27,NUC
869,0.4,0.52,0.53,0.52,0.5,0.672709967,0.038048973,0.201762194,MIT
870,0.72,0.56,0.99000222,0.175889578,0.5,0,0.51,0.26,ME2
871,0.5,0.56,0.49,0.694001226,0.5,0,0.5,0.22,MIT
872,0.7,0.990070727,0.49,0.52700964,1,0,0.58,0.22,ERL
873,0.39,0.81,0.35,0.28,0.5,0,0.51,0.45,ME3
874,0.605913876,0.53,0.51,0.42,0.5,0,0.463799968,0.946428088,MIT
875,0.874455962,0.44,0.54,0.24,0.5,0,0.51,0.263764614,NUC
876,0.66,0.55,0.54,0.921575209,0.5,0.054277309,0.43,0.22,CYT
877,0.45,0.5,0.57,0.29,0.5,0,0.44,0.11,CYT
878,0.39,0.65,0.464209165,0.19,0.5,0,0.371815517,0.317634058,CYT
879,0.370847972,0.65,0.933679853,0.19,0.5,0.604237823,0.090915178,0.25,CYT
880,0.47,0.55,0.57,0.17,0.5,0.592715723,0.52,0.66,NUC
881,0.37,0.4,0.679389439,0.18,0.5,0,0.51,0.581840256,ME3
882,0.55,0.57,0.51,0.07,0.5,0,0.55,0.77661385,CYT
883,0.66,0.546983931,0.54,0.570221685,0.5,0,0.51,0.082163447,EXC
884,0.5,0.43,0.742786119,0.17,0.5,0,0.46,0.47,NUC
885,0.19,0.66,0.6,0.14,0.965100394,0,0.2,0.25,NUC
886,0.48,0.17,0.37,0.33,0.5,0,0.44,0.36,NUC
887,0.4,0.36,0.32,0.16,0.5,0,0.51,0.538687156,VAC
888,0.29,0.26,0.43,0.17,0.5,0,0.55,0.3,ME3
889,0.82,0.63,0.47,0.18,0.856099462,0.257686913,0.5,0.22,POX
890,0.51,0.45,0.856911972,0.25,0.5,0,0.59,0.22,MIT
891,0.58,0.61,0.47,0.13,0.5,0.716730481,0.48,0.22,MIT
892,0.6,0.4,0.52,0.622643493,0.5,0.143080405,0.53,0.22,MIT
893,0.66,0.3964736,0.45,0.127699443,0.5,0,0.46,0.95784252,MIT
894,0.43,0.53,0.52,0.13,0.911049603,0,0.148986242,0.22,CYT
895,0.63,0.67,0.57,0.19353423,0.5,0,0.49,0.22,MIT
896,0.38,0.61,0.61,0.12,0.5,0,0.018147091,0.47,CYT
897,0.453423227,0.623853375,0.51,0.28,0.5,0,0.58,0.22,VAC
898,0.42,0.24,0.34,0.16,0.918968651,0,0.5,0.821765311,ME3
899,0.64,0.973798262,0.56,0.806913765,0.5,0,0.45,0.22,CYT
900,0.43,0.35,0.52,0.397784578,0.5,0,0.018073023,0.22,MIT
901,0.47,0.39,0.59,0.15,0.5,0,0.57,0.22,CYT
902,0.63,0.623135198,0.316253361,0.4,0.5,0,0.5,0.22,MIT
903,0.39,0.44,0.357472779,0.16,0.5,0,0.55,0.22,ME3
904,0.988437918,0.52,0.59,0.3,0.5,0,0.51,0.35,NUC
905,0.4,0.45,0.56,0.2,0.5,0.492290995,0.397115888,0.22,CYT
906,0.61,0.72,0.39,0.34913018,0.5,0.399490335,0.58,0.043713873,MIT
907,0.3,0.56,0.280734455,0.18,0.5,0,0.5,0.22,CYT
908,0.272546537,0.149715133,0.5,0.26471194,0.685009369,0.5,0.5,0.27,POX
909,0.67,0.62,0.54,0.43,0.5,0,0.53,0.22,MIT
910,0.6,0.183173303,0.57,0.391861872,0.969523764,0.28635188,0.41,0.26,CYT
911,0.384138116,0.32,0.64,0.3,0.760709686,0,0.63,0.22,NUC
912,0.28,0.37,0.61,0.09,0.5,0,0.52,0.55,NUC
913,0.42,0.43,0.56,0.013866089,0.5,0,0.49,0.22,CYT
914,0.49,0.47,0.53,0.16,0.5,0.081854612,0.48,0.27,NUC
915,0.4,0.42,0.71,0.618949284,0.5,0,0.54,0.828663716,CYT
916,0.206920703,0.41,0.55,0.074127301,0.5,0,0.5,0.27,CYT
917,0.49,0.43,0.51,0.034009124,0.5,0,0.47,0.22,CYT
918,0.485879916,0.38,0.304396545,0.18,0.5,0,0.48,0.624128583,CYT
919,0.52,0.954000313,0.51,0.54,0.5,0,0.55,0.27,MIT
920,0.63,0.56,0.45,0.58,0.5,0,0.51,0.22,MIT
921,0.58,0.58,0.58,0.49,0.5,0,0.49,0.26,MIT
922,0.72,0.62,0.583367867,0.29,0.528001229,0,0.415916329,0.28,MIT
923,0.72,0.61,0.37,0.3,0.5,0.050190107,0.57,0.22,MIT
924,0.46,0.43,0.38,0.33,0.5,0,0.48,0.28,MIT
925,0.55,0.45,0.45,0.54,0.557526951,0,0.5,0.22,MIT
926,0.998961408,0.46,0.59,0.49,0.5,0,0.56,0.22,MIT
927,0.78,0.74,0.58,0.25,1,0.779839601,0.082175874,0.079874413,ERL
928,0.7,0.65,0.426510157,0.28,0.5,0,0.6,0.4,VAC
929,0.41,0.45,0.53,0.17,0.959257838,0.536684772,0.51,0.25,NUC
930,0.36,0.699021743,0.33,0.14,0.5,0,0.57,0.31,ME3
931,0.46,0.54,0.926905563,0.15,0.5,0,0.59,0.22,MIT
932,0.45,0.386248871,0.57,0.146180071,0.5,0.024694767,0.52,0.18,CYT
933,0.27,0.39,0.66,0.11,0.5,0,0.44,0.22,MIT
934,0.34,0.42,0.3,0.23,0.5,0,0.576682361,0.22,ME3
935,0.42,0.32,0.5,0.21,0.5,0,0.51,0.22,NUC
936,0.36,0.508268675,0.49,0.872367431,0.5,0,0.51,0.22,NUC
937,0.219451512,0.56,0.47,0.2,0.63245973,0,0.5,0.38,NUC
938,0.5,0.51,0.428806478,0.69569912,0.5,0,0.48,0.25,NUC
939,0.794330273,0.43,0.49,0.79,0.5,0,0.49,0.63,NUC
940,0.56,0.52,0.55,0.19,0.5,0.029627116,0.54,0.169726891,CYT
941,0.61,0.3,0.389095147,0.12,0.5,0,0.49,0.27,NUC
942,0.78,0.963150763,0.32,0.934997075,0.5,0,0.53,0.045024633,ME1
943,0.52,0.75,0.37,0.14,0.999373206,0,0.46,0.22,ME3
944,0.59,0.58,0.46,0.610092394,0.5,0,0.56,0.686372371,CYT
945,0.703636364,0.481076132,0.42,0.19,0.5,0,0.53,0.795821636,ME3
946,0.73,0.469782539,0.41,0.991735433,0.814828568,0,0.46,0.607646627,ME2
947,0.77,0.961903165,0.47,0.37,0.5,0,0.48,0.571565406,EXC
948,0.43,0.51,0.48,0.492531942,0.520575244,0.015589296,0.5,0.22,CYT
949,0.33,0.44,0.344216778,0.08,0.5,0,0.464585894,0.462924557,NUC
950,0.192229004,0.47,0.58,0.692951899,0.896895369,0,0.49,0.28,CYT
951,0.37,0.34,0.32,0.22,0.5,0.406896978,0.56,0.22,ME3
952,0.37,0.43,0.62,0.27,0.5,0,0.48,0.22,NUC
953,0.7,0.69,0.43,0.33,0.5,0,0.224157125,0.969995245,ME1
954,0.51,0.35,0.46,0.15,0.5,0,0.51,0.42,CYT
955,0.59,0.65,0.52,0.3,0.5,0,0.46,0.31,CYT
956,0.54,0.56,0.58144444,0.18,0.5,0,0.45,0.25,NUC
957,0.49,0.43,0.48,0.15,0.5,0,0.131425066,0.25,CYT
958,0.49,0.47,0.52,0.16,0.5,0.300427262,0.53,0.28,CYT
959,0.49,0.42,0.54,0.17,0.5,0,0.5,0.36,CYT
960,0.2,0.39707392,0.31952596,0.1,0.5,0,0.48,0.027262157,ME3
961,0.55,0.41,0.56,0.278982609,0.826519955,0,0.52,0.483958327,CYT
962,0.28,0.51,0.55,0.11,0.5,0.6865956,0.554146777,0.22,NUC
963,0.56,0.57,0.63,0.39,1,0,0.59,0.489284859,NUC
964,0.897867544,0.727911287,0.53,0.18,0.665977401,0,0.42,0.38,CYT
965,0.47,0.623547564,0.53,0.62,0.5,0,0.46,0.22,MIT
966,0.39,0.39,0.55,0.52,0.5,0,0.045252617,0.16,NUC
967,0.48,0.57,0.5,0.09,0.5,0,0.52,0.42,NUC
968,0.44,0.41,0.58,0.2,0.5,0,0.57,0.25,CYT
969,0.45,0.403445287,0.51,0.64,0.5,0,0.54,0.358301603,MIT
970,0.44,0.53,0.52,0.37,0.5,0,0.5,0.947497969,NUC
971,0.41,0.3,0.49,0.28,0.5,0,0.54,0.22,CYT
972,0.51,0.43,0.63,0.18,0.5,0,0.52,0.22,CYT
973,0.370767034,0.59,0.43,0.13,0.698282022,0,0.56,0.3,ME3
974,0.4,0.45,0.42,0.17,0.5,0,0.54,0.26,ME3
975,0.61870611,0.41,0.32,0.21,0.5,0,0.5,0.32,ME3
976,0.35,0.53,0.35,0.33,0.5,0.515990891,0.5,0.607204867,ME3
977,0.46,0.41,0.5,0.44,0.5,0,0.53,0.22,MIT
978,0.7,0.73,0.37,0.37,0.5,0,0.48,0.31,ME1
979,0.511833141,0.34,0.41,0.548316409,0.5,0,0.5,0.27,NUC
980,0.34,0.31,0.6,0.37,0.5,0.767568017,0.30953832,0.3,NUC
981,0.38,0.49,0.412168435,1,0.5,0,0.5,0.558758693,CYT
982,0.27,0.56,0.56,0.18,0.542732904,0,0.697129871,0.629843713,CYT
983,0.76,0.74,0.56,0.34,0.5,0,0.51,0.3,ME2
984,0.42,0.32,0.48,0.16,0.5,0,0.55,0.661070932,VAC
985,0.36,0.34,0.46,0.19,0.5,0,0.52,0.22,ME2
986,0.44,0.41,0.44,0.13,0.818348235,0,0.465329578,0.42,NUC
987,0.672743041,0.14,0.36,0.21,0.5,0.197125635,0.179514905,0.25,ME3
988,0.39,0.37,0.577327322,0.611266071,0.909703172,0,0.5,0.27,CYT
989,0.47,0.988330604,0.54,0.48,0.5,0.682003909,0.53,0.26,MIT
990,0.72,0.58,0.42,0.28,0.5,0,0.185837334,0.22,MIT
991,0.81,0.433192351,0.52,0.41,0.5,0,0.57,0.26,MIT
992,0.62,0.6,0.47,0.16,0.5,0.455934164,0.120211096,0.22,CYT
993,0.4,0.53,0.348084904,0.21,0.733237438,0,0.490538427,0.462455978,NUC
994,0.46,0.42,0.6,0.21,0.5,0,0.4,0.22,EXC
995,0.79,0.78798016,0.49,0.33,0.5,0,0.48,0.22,EXC
996,0.74,0.999213792,0.35,0.36,0.73718976,0.733462977,0.51,0.25,ME2
997,0.67,0.51,0.54,0.21,0.85651736,0,0.43,0.3,MIT
998,0.5,0.46,0.64,0.36,0.846819277,0,0.49,0.22,MIT
999,0.6,0.46,0.59,0.16,0.994107872,0.055428254,0.49,0.22,MIT
1000,0.58,0.53,0.57,0.46,0.5,0,0.209780338,0.27,MIT
1001,0.61,0.46,0.51,0.37,0.5,0,0.51,0.220596078,MIT
1002,0.53,0.806880647,0.57,0.12,0.875716873,0,0.53,0.32,NUC
1003,0.783511364,0.742184711,0.53,0.31,0.5,0,0.483983513,0.35461111,MIT
1004,0.57,0.417358136,0.48,0.24,0.5,0,0.335432441,0.22,CYT
1005,0.39,0.35,0.49,0.17,0.5,0,0.49,0.22,NUC
1006,0.43,0.4,0.5,0.18,0.989793707,0,0.5,0.25601958,CYT
1007,0.179116354,0.79,0.622842039,0.37,0.5,0.745609473,0.41,0.22,ME1
1008,0.53,0.61,0.51,0.49,0.584362863,0,0.441493793,0.27,MIT
1009,0.35,0.44,0.54,0.26,0.5,0,0.52,0.26,NUC
1010,0.781791854,0.34,0.379730467,0.24,0.5,0,0.51,0.22,CYT
1011,0.47,0.47,0.281413879,0.15,0.536844347,0,0.5,0.48,NUC
1012,0.48,0.977134379,0.45,0.23,0.5,0,0.490782828,0.22,ME3
1013,0.452492905,0.67,0.37,0.22,0.5,0,0.127429605,0.22,ME2
1014,0.622948328,0.48,0.226764571,0.16,0.5,0.824822363,0.48,0.26,CYT
1015,0.5,0.5,0.54,0.16,0.5,0,0.49,0.22,POX
1016,0.53,0.51,0.36,0.13,0.545556176,0.462515615,0.52,0.22,ME3
1017,0.37,0.42,0.6,0.13,0.5,0,0.51,0.22,NUC
1018,0.74,0.89,0.433173523,0.24,0.5,0,0.54,0.32,ME1
1019,0.308981337,0.631458008,0.58,0.3,0.5,0,0.57,0.752379032,NUC
1020,0.26,0.28,0.6,0.2,0.918200338,0,0.54,0.31,MIT
1021,0.721081794,0.45,0.868583585,0.186224823,0.534833079,0,0.49,0.103730172,MIT
1022,0.579617094,0.49,0.6,0.15,0.5,0,0.707335034,0.22,CYT
1023,0.46,0.46,0.53,0.23,0.5,0,0.51,0.22,CYT
1024,0.43,0.45,0.256411604,0.19,0.5,0,0.466577953,0.22,CYT
1025,0.48,0.46,0.58,0.26,0.5,0,0.44,0.22,NUC
1026,0.77,0.72,0.48,0.26,0.575271175,0,0.51,0.22,EXC
1027,0.44,0.42,0.64466694,0.22,0.787724027,0.391500617,0.5,0.25,NUC
1028,0.53,0.54,0.43,0.126430471,0.530042697,0,0.53,0.728454071,NUC
1029,0.38,0.45,0.37,0.19,0.5,0,0.52,0.743579565,ME3
1030,0.47,0.54,0.53,0.77,0.5,0.064544857,0.52,0.36,MIT
1031,0.77,0.722989152,0.51,0.27,0.5,0,0.34,0.22,EXC
1032,0.36,0.983943322,0.54,0.97783482,0.5,0,0.5,0.28,NUC
1033,0.37,0.286187385,0.5,0.26,0.903260276,0,0.52,0.39,NUC
1034,0.5,0.45,0.53,0.21,0.5,0,0.28,0.22,NUC
1035,0.859620799,0.37,0.48,0.36,0.644717356,0.167535569,0.48,0.22,POX
1036,0.55,0.63,0.386729612,0.16,0.5,0,0.45,0.27,CYT
1037,0.53,0.59,0.48,0.14,0.5,0,0.51,0.22,CYT
1038,0.33,0.39,0.52,0.4376843,0.5,0.59660264,0.47,0.28,NUC
1039,0.3,0.3,0.46,0.309148418,0.5,0,0.45,0.22,NUC
1040,0.52,0.37,0.48,0.13,0.5,0,0.55,0.22,NUC
1041,0.59,0.46,0.48,0.46,0.5,0,0.49,0.22,CYT
1042,0.51,0.630155913,0.748993117,0.742213103,0.5,0.680232522,0.49,0.22,MIT
1043,0.356580385,0.55,0.35,0.34,0.5,0.351962091,0.51,0.22,ME2
1044,0.53,0.45,0.53,0.18,0.5,0,0.42,0.22,CYT
1045,0.58,0.53,0.33,0.26,0.5,0,0.51,0.22,ME3
1046,0.43,0.46,0.5,0.21,0.629067447,0,0.49,0.34,CYT
1047,0.24,0.41,0.47,0.16,0.5,0,0.51,0.38,NUC
1048,0.61,0.935668242,0.90879062,0.14,0.5,0,0.43,0.26,NUC
1049,0.43,0.48,0.804774422,0.515908332,0.5,0,0.46,0.22,NUC
1050,0.55,0.59,0.53,0.15,0.5,0,0.49,0.22,NUC
1051,0.48,0.47,0.59,0.41,0.5,0.769881124,0.56,0.27,NUC
1052,0.54,0.53,0.3479488,0.222953499,0.5,0.578799189,0.51,0.019491531,NUC
1053,0.510326251,0.45,0.53,0.19,0.5,0,0.41,0.247730362,NUC
1054,0.524548335,0.584799184,0.58,0.1,0.5,0,0.328335934,0.22,NUC
1055,0.4,0.66,0.34,0.21,0.5,0,0.572830518,0.508020474,NUC
1056,0.56,0.450613543,0.32,0.49,0.629227133,0,0.273960725,0.22,NUC
